time,waterlevel,CTRF
2016/7/14 06:00,1.45,-998
2016/7/14 07:00,1.45,-998
2016/7/14 08:00,1.45,-998
2016/7/14 09:00,1.44,-998
2016/7/14 10:00,1.43,-998
2016/7/14 11:00,1.44,-998
2016/7/14 12:00,1.44,-998
2016/7/14 13:00,1.43,-998
2016/7/14 14:00,1.43,-998
2016/7/14 15:00,1.43,-998
2016/7/14 16:00,1.43,-998
2016/7/14 17:00,1.43,-998
2016/7/14 18:00,1.43,-998
2016/7/14 19:00,1.42,-998
2016/7/14 20:00,1.42,-998
2016/7/14 21:00,1.42,-998
2016/7/14 22:00,1.42,-998
2016/7/14 23:00,1.41,-998
2016/7/15 00:00,1.41,-998
2016/7/15 01:00,1.41,-998
2016/7/15 02:00,1.41,-998
2016/7/15 03:00,1.41,-998
2016/7/15 04:00,1.4,-998
2016/7/15 05:00,1.4,-998
2016/7/15 06:00,1.4,-998
2016/7/15 07:00,1.39,-998
2016/7/15 08:00,1.39,-998
2016/7/15 09:00,1.39,-998
2016/7/15 10:00,1.39,-998
2016/7/15 11:00,1.39,-998
2016/7/15 12:00,1.38,-998
2016/7/15 13:00,1.38,-998
2016/7/15 14:00,1.37,-998
2016/7/15 15:00,1.36,-998
2016/7/15 16:00,1.35,-998
2016/7/15 17:00,1.35,-998
2016/7/15 18:00,1.35,-998
2016/7/15 19:00,1.35,-998
2016/7/15 20:00,1.35,-998
2016/7/15 21:00,1.35,-998
2016/7/15 22:00,1.35,-998
2016/7/15 23:00,1.35,-998
2016/7/16 00:00,1.35,-998
2016/7/16 01:00,1.35,-998
2016/7/16 02:00,1.35,-998
2016/7/16 03:00,1.35,-998
2016/7/16 04:00,1.35,-998
2016/7/16 05:00,1.35,-998
2016/7/16 06:00,1.35,-998
2016/7/16 07:00,1.35,-998
2016/7/16 08:00,1.34,-998
2016/7/16 09:00,1.34,-998
2016/7/16 10:00,1.34,-998
2016/7/16 11:00,1.34,-998
2016/7/16 12:00,1.34,-998
2016/7/16 13:00,1.33,-998
2016/7/16 14:00,1.32,-998
2016/7/16 15:00,1.32,-998
2016/7/16 16:00,1.32,-998
2016/7/16 17:00,1.31,-998
2016/7/16 18:00,1.31,-998
2016/7/16 19:00,1.31,-998
2016/7/16 20:00,1.31,-998
2016/7/16 21:00,1.31,-998
2016/7/16 22:00,1.31,-998
2016/7/16 23:00,1.31,-998
2016/7/17 00:00,1.31,-998
2016/7/17 01:00,1.31,-998
2016/7/17 02:00,1.31,-998
2016/7/17 03:00,1.31,-998
2016/7/17 04:00,1.31,-998
2016/7/17 05:00,1.31,-998
2016/7/17 06:00,1.31,-998
2016/7/17 07:00,1.31,-998
2016/7/17 08:00,1.31,-998
2016/7/17 09:00,1.31,-998
2016/7/17 10:00,1.3,-998
2016/7/17 11:00,1.31,-998
2016/7/17 12:00,1.31,-998
2016/7/17 13:00,1.3,-998
2016/7/17 14:00,1.29,-998
2016/7/17 15:00,1.29,-998
2016/7/17 16:00,1.29,-998
2016/7/17 17:00,1.29,-998
2016/7/17 18:00,1.29,-998
2016/7/17 19:00,1.29,-998
2016/7/17 20:00,1.29,-998
2016/7/17 21:00,1.3,-998
2016/7/17 22:00,1.3,-998
2016/7/17 23:00,1.3,-998
2016/7/18 00:00,1.3,-998
2016/7/18 01:00,1.3,-998
2016/7/18 02:00,1.29,-998
2016/7/18 03:00,1.3,-998
2016/7/18 04:00,1.3,-998
2016/7/18 05:00,1.29,-998
2016/7/18 06:00,1.29,-998
2016/7/18 07:00,1.29,8.5
2016/7/18 08:00,1.29,0
2016/7/18 09:00,1.29,0
2016/7/18 10:00,1.29,0
2016/7/18 11:00,1.29,0
2016/7/18 12:00,1.29,0
2016/7/18 13:00,1.29,-998
2016/7/18 14:00,1.28,-998
2016/7/18 15:00,1.28,-998
2016/7/18 16:00,1.28,-998
2016/7/18 17:00,1.29,-998
2016/7/18 18:00,1.29,-998
2016/7/18 19:00,1.29,-998
2016/7/18 20:00,1.29,-998
2016/7/18 21:00,1.31,-998
2016/7/18 22:00,1.35,-998
2016/7/18 23:00,1.42,-998
2016/7/19 00:00,1.45,-998
2016/7/19 01:00,1.45,-998
2016/7/19 02:00,1.45,-998
2016/7/19 03:00,1.45,-998
2016/7/19 04:00,1.45,-998
2016/7/19 05:00,1.44,-998
2016/7/19 06:00,1.42,-998
2016/7/19 07:00,1.4,-998
2016/7/19 08:00,1.39,-998
2016/7/19 09:00,1.38,-998
2016/7/19 10:00,1.37,-998
2016/7/19 11:00,1.37,-998
2016/7/19 12:00,1.37,-998
2016/7/19 13:00,1.37,-998
2016/7/19 14:00,1.37,-998
2016/7/19 15:00,1.37,0
2016/7/19 16:00,1.37,-998
2016/7/19 17:00,1.37,-998
2016/7/19 18:00,1.37,-998
2016/7/19 19:00,1.37,-998
2016/7/19 20:00,1.37,-998
2016/7/19 21:00,1.37,-998
2016/7/19 22:00,1.37,-998
2016/7/19 23:00,1.37,-998
2016/7/20 00:00,1.37,-998
